Title,Geographic,Industry,Profession,Ticker,Keyword,Competitor Ticker,Competitor Keyword,Broadcast Keyword,Finance Keyword,Bing Keyword,Blog Keyword,Twitter
CST MINING ,Hong Kong,Financials,"Asset Management,Debt,Equities,Investment Banking",HKG:0985,"HKG:0985,""CST MINING ""","EBR:SOF,EPA:MF,HKG:0171,BIT:EXO,NYSE:EFX,HKG:3360,HKG:0165","SOF.BR,MWDP.PA,0171.HK,EXOR.MI,$EFX,3360.HK,0165.HK",CST MINING ,HKG:0985,"HKG:0985,CST MINING ","HKG:0985,CST MINING ",0985.HK
IFCI,India,Financials,"Asset Management,Debt,Equities,Investment Banking",NSE:IFCI,"NSE:IFCI,""IFCI""","HKG:0165,HKG:0053,TPE:5871,NSE:BAJFINANCE,NSE:MUTHOOTFIN","0165.HK,0053.HK,5871.TW,BJFN.NS,MUTT.NS",IFCI,NSE:IFCI,"NSE:IFCI,IFCI","NSE:IFCI,IFCI",IFCI.NS
WENDEL,France,Financials,"Asset Management,Debt,Equities,Investment Banking",EPA:MF,"EPA:MF,""WENDEL""","EPA:RF,EBR:SOF,HKG:0171,HKG:0985,BIT:EXO","EURA.PA,SOF.BR,0171.HK,0985.HK,EXOR.MI",WENDEL,EPA:MF,"EPA:MF,WENDEL","EPA:MF,WENDEL",MWDP.PA
EQUIFAX,United States,Financials,"Asset Management,Debt,Equities,Investment Banking",NYSE:EFX,"NYSE:EFX,""EQUIFAX""","HKG:0985,BIT:EXO,TSE:FNV,NYSE:CIT,ASX:SUN","0985.HK,EXOR.MI,FNV.TO,$CIT,SUN.AX",EQUIFAX,NYSE:EFX,"NYSE:EFX,EQUIFAX","NYSE:EFX,EQUIFAX",$EFX
ORIX,Japan,Financials,"Asset Management,Debt,Equities,Investment Banking",TYO:8591,"TYO:8591,""ORIX""","EBR:RHJI,EBR:BREB,ASX:FXL","RHJI.BR,BRED.BR,FXL.AX",ORIX,TYO:8591,"TYO:8591,ORIX","TYO:8591,ORIX",8591.T
FRANCO NEVADA,Canada,Financials,"Asset Management,Debt,Equities,Investment Banking",TSE:FNV,"TSE:FNV,""FRANCO NEVADA""","BIT:EXO,NYSE:EFX,NYSE:CIT,ASX:SUN,NSE:FUTUREVENT","EXOR.MI,$EFX,$CIT,SUN.AX,FVIL.NS",FRANCO NEVADA,TSE:FNV,"TSE:FNV,FRANCO NEVADA","TSE:FNV,FRANCO NEVADA",FNV.TO
SILVER GRANT INTERNATIONAL INDUSTRIES,Hong Kong,Financials,"Asset Management,Debt,Equities,Investment Banking",HKG:0171,"HKG:0171,""SILVER GRANT INTERNATIONAL INDUSTRIES""","EBR:SOF,EPA:MF,HKG:0985,BIT:EXO,NYSE:EFX","SOF.BR,MWDP.PA,0985.HK,EXOR.MI,$EFX",SILVER GRANT INTERNATIONAL INDUSTRIES,HKG:0171,"HKG:0171,SILVER GRANT INTERNATIONAL INDUSTRIES","HKG:0171,SILVER GRANT INTERNATIONAL INDUSTRIES",0171.HK
MOODYS,United States,Financials,"Asset Management,Debt,Equities,Investment Banking",NYSE:MCO,"NYSE:MCO,""MOODYS""","EBR:RHJI,EBR:BREB,ASX:FXL,NYSE:EFX,NYSE:CIT","RHJI.BR,BRED.BR,FXL.AX,$EFX,$CIT",MOODYS,NYSE:MCO,"NYSE:MCO,MOODYS","NYSE:MCO,MOODYS",$MCO
CIT GROUP,United States,Financials,"Asset Management,Debt,Equities,Investment Banking",NYSE:CIT,"NYSE:CIT,""CIT GROUP""","BIT:EXO,NYSE:EFX,TSE:FNV,ASX:SUN,NSE:FUTUREVENT","EXOR.MI,$EFX,FNV.TO,SUN.AX,FVIL.NS",CIT GROUP,NYSE:CIT,"NYSE:CIT,CIT GROUP","NYSE:CIT,CIT GROUP",$CIT
JAFCO,Japan,Financials,"Asset Management,Debt,Equities,Investment Banking",TYO:8595,"TYO:8595,""JAFCO""","EBR:RHJI,EBR:BREB,ASX:FXL","RHJI.BR,BRED.BR,FXL.AX",JAFCO,TYO:8595,"TYO:8595,JAFCO","TYO:8595,JAFCO",8595.T
RHJ INTERNATIONAL,Belgium,Financials,"Asset Management,Debt,Equities,Investment Banking",EBR:RHJI,"EBR:RHJI,""RHJ INTERNATIONAL""","EBR:BREB,ASX:FXL,ASX:MMS","BRED.BR,FXL.AX,MMS.AX",RHJ INTERNATIONAL,EBR:RHJI,"EBR:RHJI,RHJ INTERNATIONAL","EBR:RHJI,RHJ INTERNATIONAL",RHJI.BR
RICOH LEASING,Japan,Financials,"Asset Management,Debt,Equities,Investment Banking",TYO:8566,"TYO:8566,""RICOH LEASING""","EBR:RHJI,EBR:BREB,ASX:FXL","RHJI.BR,BRED.BR,FXL.AX",RICOH LEASING,TYO:8566,"TYO:8566,RICOH LEASING","TYO:8566,RICOH LEASING",8566.T
MCMILLAN SHAKESPEARE,Australia,Financials,"Asset Management,Debt,Equities,Investment Banking",ASX:MMS,"ASX:MMS,""MCMILLAN SHAKESPEARE""","EBR:RHJI,EBR:BREB,ASX:FXL,EBR:GIMV,ASX:IFL","RHJI.BR,BRED.BR,FXL.AX,GIMV.BR,IFL.AX",MCMILLAN SHAKESPEARE,ASX:MMS,"ASX:MMS,MCMILLAN SHAKESPEARE","ASX:MMS,MCMILLAN SHAKESPEARE",MMS.AX
GROUPE BRUXELLES LAMBERT,Belgium,Financials,"Asset Management,Debt,Equities,Investment Banking",EBR:GBLB,"EBR:GBLB,""GROUPE BRUXELLES LAMBERT""","NYSE:EFX,TSE:FNV,NYSE:CIT,ASX:SUN,NSE:FUTUREVENT","$EFX,FNV.TO,$CIT,SUN.AX,FVIL.NS",GROUPE BRUXELLES LAMBERT,EBR:GBLB,"EBR:GBLB,GROUPE BRUXELLES LAMBERT","EBR:GBLB,GROUPE BRUXELLES LAMBERT",GBLB.BR
EURAZEO,France,Financials,"Asset Management,Debt,Equities,Investment Banking",EPA:RF,"EPA:RF,""EURAZEO""","ASX:IFL,ASX:CGF,EBR:SOF,EPA:MF,HKG:0171","IFL.AX,CGF.AX,SOF.BR,MWDP.PA,0171.HK",EURAZEO,EPA:RF,"EPA:RF,EURAZEO","EPA:RF,EURAZEO",EURA.PA
POWER FINANCE CORPORATION,India,Financials,"Asset Management,Debt,Equities,Investment Banking",NSE:PFC,"NSE:PFC,""POWER FINANCE CORPORATION""","NSE:MUTHOOTFIN,NSE:CRISIL,NSE:BAJAJFINSV","MUTT.NS,CRSL.NS,BJFS.NS",POWER FINANCE CORPORATION,NSE:PFC,"NSE:PFC,POWER FINANCE CORPORATION","NSE:PFC,POWER FINANCE CORPORATION",PWFC.NS
MSCI,United States,Financials,"Asset Management,Debt,Equities,Investment Banking",NYSE:MSCI,"NYSE:MSCI,""MSCI""","HKG:0171,HKG:0985,BIT:EXO,NYSE:EFX,TSE:FNV","0171.HK,0985.HK,EXOR.MI,$EFX,FNV.TO",MSCI,NYSE:MSCI,"NYSE:MSCI,MSCI","NYSE:MSCI,MSCI",$MSCI
BREDERODE,Belgium,Financials,"Asset Management,Debt,Equities,Investment Banking",EBR:BREB,"EBR:BREB,""BREDERODE""","EBR:RHJI,ASX:FXL,ASX:MMS,EBR:GIMV","RHJI.BR,FXL.AX,MMS.AX,GIMV.BR",BREDERODE,EBR:BREB,"EBR:BREB,BREDERODE","EBR:BREB,BREDERODE",BRED.BR
CHAILEASE ,Taiwan,Financials,"Asset Management,Debt,Equities,Investment Banking",TPE:5871,"TPE:5871,""CHAILEASE ""","HKG:0053,NSE:IFCI,NSE:BAJFINANCE,NSE:MUTHOOTFIN,NSE:CRISIL","0053.HK,IFCI.NS,BJFN.NS,MUTT.NS,CRSL.NS",CHAILEASE ,TPE:5871,"TPE:5871,CHAILEASE ","TPE:5871,CHAILEASE ",5871.TW
CHALLENGER,Australia,Financials,"Asset Management,Debt,Equities,Investment Banking",ASX:CGF,"ASX:CGF,""CHALLENGER""","EBR:GIMV,ASX:IFL,EPA:RF,EBR:SOF,EPA:MF,ASX:FXL","GIMV.BR,IFL.AX,EURA.PA,SOF.BR,MWDP.PA,FXL.AX",CHALLENGER,ASX:CGF,"ASX:CGF,CHALLENGER","ASX:CGF,CHALLENGER",CGF.AX
PREMIER INVESTMENTS,Australia,Financials,"Asset Management,Debt,Equities,Investment Banking",ASX:PMV,"ASX:PMV,""PREMIER INVESTMENTS""","EBR:RHJI,EBR:BREB,ASX:FXL,ASX:MMS,EBR:GIMV","RHJI.BR,BRED.BR,FXL.AX,MMS.AX,GIMV.BR",PREMIER INVESTMENTS,ASX:PMV,"ASX:PMV,PREMIER INVESTMENTS","ASX:PMV,PREMIER INVESTMENTS",PMV.AX
EXOR,Italy,Financials,"Asset Management,Debt,Equities,Investment Banking",BIT:EXO,"BIT:EXO,""EXOR""","EPA:MF,HKG:0171,HKG:0985,NYSE:EFX,TSE:FNV","MWDP.PA,0171.HK,0985.HK,$EFX,FNV.TO",EXOR,BIT:EXO,"BIT:EXO,EXOR","BIT:EXO,EXOR",EXOR.MI
EXOR ,Italy,Financials,"Asset Management,Debt,Equities,Investment Banking",BIT:EXP,"BIT:EXP,""EXOR ""","HKG:0171,HKG:0985,BIT:EXO,NYSE:EFX,TSE:FNV","0171.HK,0985.HK,EXOR.MI,$EFX,FNV.TO",EXOR ,BIT:EXP,"BIT:EXP,EXOR ","BIT:EXP,EXOR ",EXOR_p.MI
FUTURE VENTURES INDIA,India,Financials,"Asset Management,Debt,Equities,Investment Banking",NSE:FUTUREVENT,"NSE:FUTUREVENT,""FUTURE VENTURES INDIA""","NYSE:CIT,ASX:SUN,HKG:3360,BOM:508939,BOM:512463","$CIT,SUN.AX,3360.HK,BLUE.BO,SHGT.BO",FUTURE VENTURES INDIA,NSE:FUTUREVENT,"NSE:FUTUREVENT,FUTURE VENTURES INDIA","NSE:FUTUREVENT,FUTURE VENTURES INDIA",FVIL.NS
FUYO GENERAL LEASE,Japan,Financials,"Asset Management,Debt,Equities,Investment Banking",TYO:8424,"TYO:8424,""FUYO GENERAL LEASE""","EBR:RHJI,EBR:BREB,ASX:FXL","RHJI.BR,BRED.BR,FXL.AX",FUYO GENERAL LEASE,TYO:8424,"TYO:8424,FUYO GENERAL LEASE","TYO:8424,FUYO GENERAL LEASE",8424.T
SUN HUNG KAI,Hong Kong,Financials,"Asset Management,Debt,Equities,Investment Banking",HKG:0086,"HKG:0086,""SUN HUNG KAI""","EBR:RHJI,EBR:BREB,ASX:FXL,HKG:0985,HKG:3360","RHJI.BR,BRED.BR,FXL.AX,0985.HK,3360.HK",SUN HUNG KAI,HKG:0086,"HKG:0086,SUN HUNG KAI","HKG:0086,SUN HUNG KAI",0086.HK
MUTHOOT FINANCE,India,Financials,"Asset Management,Debt,Equities,Investment Banking",NSE:MUTHOOTFIN,"NSE:MUTHOOTFIN,""MUTHOOT FINANCE""","NSE:IFCI,TPE:5871,NSE:BAJFINANCE,NSE:CRISIL,NSE:BAJAJFINSV","IFCI.NS,5871.TW,BJFN.NS,CRSL.NS,BJFS.NS",MUTHOOT FINANCE,NSE:MUTHOOTFIN,"NSE:MUTHOOTFIN,MUTHOOT FINANCE","NSE:MUTHOOTFIN,MUTHOOT FINANCE",MUTT.NS
SUNCORP ,Australia,Financials,"Asset Management,Debt,Equities,Investment Banking",ASX:SUN,"ASX:SUN,""SUNCORP ""","TSE:FNV,NYSE:CIT,NSE:FUTUREVENT,HKG:3360,BOM:508939,ASX:FXL,ASX:MMS","FNV.TO,$CIT,FVIL.NS,3360.HK,BLUE.BO,FXL.AX,MMS.AX",SUNCORP ,ASX:SUN,"ASX:SUN,SUNCORP ","ASX:SUN,SUNCORP ",SUN.AX
JINDAL SOUTH WEST ,India,Financials,"Asset Management,Debt,Equities,Investment Banking",NSE:JINDALSWHL,"NSE:JINDALSWHL,""JINDAL SOUTH WEST ""","NYSE:EFX,TSE:FNV,NYSE:CIT,ASX:SUN,NSE:FUTUREVENT","$EFX,FNV.TO,$CIT,SUN.AX,FVIL.NS",JINDAL SOUTH WEST ,NSE:JINDALSWHL,"NSE:JINDALSWHL,JINDAL SOUTH WEST ","NSE:JINDALSWHL,JINDAL SOUTH WEST ",JNSW.NS
SUNDARAM FINANCE,India,Financials,"Asset Management,Debt,Equities,Investment Banking",NSE:SUNDARMFIN,"NSE:SUNDARMFIN,""SUNDARAM FINANCE""","NSE:IFCI,TPE:5871,NSE:BAJFINANCE,NSE:MUTHOOTFIN,NSE:CRISIL","IFCI.NS,5871.TW,BJFN.NS,MUTT.NS,CRSL.NS",SUNDARAM FINANCE,NSE:SUNDARMFIN,"NSE:SUNDARMFIN,SUNDARAM FINANCE","NSE:SUNDARMFIN,SUNDARAM FINANCE",SNFN.NS
GUOCO GROUP,Hong Kong,Financials,"Asset Management,Debt,Equities,Investment Banking",HKG:0053,"HKG:0053,""GUOCO GROUP""","BOM:508939,BOM:512463,HKG:0165,NSE:IFCI,TPE:5871,HKG:0985","BLUE.BO,SHGT.BO,0165.HK,IFCI.NS,5871.TW,0985.HK",GUOCO GROUP,HKG:0053,"HKG:0053,GUOCO GROUP","HKG:0053,GUOCO GROUP",0053.HK
INFRASTRUCTURE DEVELOPMENT FINANCE,India,Financials,"Asset Management,Debt,Equities,Investment Banking",NSE:IDFC,"NSE:IDFC,""INFRASTRUCTURE DEVELOPMENT FINANCE""","NSE:MUTHOOTFIN,NSE:CRISIL,NSE:BAJAJFINSV","MUTT.NS,CRSL.NS,BJFS.NS",INFRASTRUCTURE DEVELOPMENT FINANCE,NSE:IDFC,"NSE:IDFC,INFRASTRUCTURE DEVELOPMENT FINANCE","NSE:IDFC,INFRASTRUCTURE DEVELOPMENT FINANCE",IDFC.NS
FAR EAST HORIZON,Hong Kong,Financials,"Asset Management,Debt,Equities,Investment Banking",HKG:3360,"HKG:3360,""FAR EAST HORIZON""","ASX:SUN,NSE:FUTUREVENT,BOM:508939,BOM:512463,HKG:0165,HKG:0985","SUN.AX,FVIL.NS,BLUE.BO,SHGT.BO,0165.HK,0985.HK",FAR EAST HORIZON,HKG:3360,"HKG:3360,FAR EAST HORIZON","HKG:3360,FAR EAST HORIZON",3360.HK
KOTAK MAHINDRA BANK,India,Financials,"Asset Management,Debt,Equities,Investment Banking",NSE:KOTAKBANK,"NSE:KOTAKBANK,""KOTAK MAHINDRA BANK""","NSE:MUTHOOTFIN,NSE:CRISIL,NSE:BAJAJFINSV","MUTT.NS,CRSL.NS,BJFS.NS",KOTAK MAHINDRA BANK,NSE:KOTAKBANK,"NSE:KOTAKBANK,KOTAK MAHINDRA BANK","NSE:KOTAKBANK,KOTAK MAHINDRA BANK",KTKM.NS
CHINA DAYE NON FERROUS METALS MINING,Hong Kong,Financials,"Asset Management,Debt,Equities,Investment Banking",HKG:0661,"HKG:0661,""CHINA DAYE NON FERROUS METALS MINING""","HKG:0985,BIT:EXO,NYSE:EFX,TSE:FNV,NYSE:CIT","0985.HK,EXOR.MI,$EFX,FNV.TO,$CIT",CHINA DAYE NON FERROUS METALS MINING,HKG:0661,"HKG:0661,CHINA DAYE NON FERROUS METALS MINING","HKG:0661,CHINA DAYE NON FERROUS METALS MINING",0661.HK
PUBLIC FINANCIAL ,Hong Kong,Financials,"Asset Management,Debt,Equities,Investment Banking",HKG:0626,"HKG:0626,""PUBLIC FINANCIAL ""","EPA:MF,HKG:0171,HKG:0985,BIT:EXO,NYSE:EFX","MWDP.PA,0171.HK,0985.HK,EXOR.MI,$EFX",PUBLIC FINANCIAL ,HKG:0626,"HKG:0626,PUBLIC FINANCIAL ","HKG:0626,PUBLIC FINANCIAL ",0626.HK
PUBLIC STORAGE,United States,Financials,"Asset Management,Debt,Equities,Investment Banking",NYSE:PSA,"NYSE:PSA,""PUBLIC STORAGE""","NYSE:VTR,NYSE:HCP,NYSE:AMT","$VTR,$HCP,$AMT",PUBLIC STORAGE,NYSE:PSA,"NYSE:PSA,PUBLIC STORAGE","NYSE:PSA,PUBLIC STORAGE",$PSA
VITAL HEALTHCARE PROPERTY TRUST,New Zealand,Financials,"Asset Management,Debt,Equities,Investment Banking",NZE:VHP,"NZE:VHP,""VITAL HEALTHCARE PROPERTY TRUST""","ASX:AAD,NYSE:MPW,NASDAQ:PCH","AAD.AX,$MPW,$PCH",VITAL HEALTHCARE PROPERTY TRUST,NZE:VHP,"NZE:VHP,VITAL HEALTHCARE PROPERTY TRUST","NZE:VHP,VITAL HEALTHCARE PROPERTY TRUST",VHP.NZ
AMERICAN TOWER,United States,Financials,"Asset Management,Debt,Equities,Investment Banking",NYSE:AMT,"NYSE:AMT,""AMERICAN TOWER""","NYSE:VTR,NYSE:HCP,NYSE:PSA","$VTR,$HCP,$PSA",AMERICAN TOWER,NYSE:AMT,"NYSE:AMT,AMERICAN TOWER","NYSE:AMT,AMERICAN TOWER",$AMT
SOVRAN SELF STORAGE,United States,Financials,"Asset Management,Debt,Equities,Investment Banking",NYSE:SSS,"NYSE:SSS,""SOVRAN SELF STORAGE""","NYSE:MPW,NASDAQ:PCH,NYSE:NHI,NYSE:BMR,NYSE:EXR","$MPW,$PCH,$NHI,$BMR,$EXR",SOVRAN SELF STORAGE,NYSE:SSS,"NYSE:SSS,SOVRAN SELF STORAGE","NYSE:SSS,SOVRAN SELF STORAGE",$SSS
OMEGA HEALTHCARE INVESTORS,United States,Financials,"Asset Management,Debt,Equities,Investment Banking",NYSE:OHI,"NYSE:OHI,""OMEGA HEALTHCARE INVESTORS""","NYSE:NHI,NYSE:SSS,NYSE:BMR,NYSE:EXR,NYSE:WY","$NHI,$SSS,$BMR,$EXR,$WY",OMEGA HEALTHCARE INVESTORS,NYSE:OHI,"NYSE:OHI,OMEGA HEALTHCARE INVESTORS","NYSE:OHI,OMEGA HEALTHCARE INVESTORS",$OHI
RAYONIER,United States,Financials,"Asset Management,Debt,Equities,Investment Banking",NYSE:RYN,"NYSE:RYN,""RAYONIER""","NYSE:SSS,NYSE:BMR,NYSE:EXR,NYSE:WY,NYSE:HCN","$SSS,$BMR,$EXR,$WY,$HCN",RAYONIER,NYSE:RYN,"NYSE:RYN,RAYONIER","NYSE:RYN,RAYONIER",$RYN
HCP,United States,Financials,"Asset Management,Debt,Equities,Investment Banking",NYSE:HCP,"NYSE:HCP,""HCP""","NYSE:WY,NYSE:HCN,NYSE:VTR,NYSE:PSA,NYSE:AMT","$WY,$HCN,$VTR,$PSA,$AMT",HCP,NYSE:HCP,"NYSE:HCP,HCP","NYSE:HCP,HCP",$HCP
HEALTH CARE REIT,United States,Financials,"Asset Management,Debt,Equities,Investment Banking",NYSE:HCN,"NYSE:HCN,""HEALTH CARE REIT""","NYSE:BMR,NYSE:EXR,NYSE:WY,NYSE:VTR,NYSE:HCP","$BMR,$EXR,$WY,$VTR,$HCP",HEALTH CARE REIT,NYSE:HCN,"NYSE:HCN,HEALTH CARE REIT","NYSE:HCN,HEALTH CARE REIT",$HCN
HEALTHCARE REALTY TRUST,United States,Financials,"Asset Management,Debt,Equities,Investment Banking",NYSE:HR,"NYSE:HR,""HEALTHCARE REALTY TRUST""","NASDAQ:PCH,NYSE:NHI,NYSE:SSS,NYSE:BMR,NYSE:EXR","$PCH,$NHI,$SSS,$BMR,$EXR",HEALTHCARE REALTY TRUST,NYSE:HR,"NYSE:HR,HEALTHCARE REALTY TRUST","NYSE:HR,HEALTHCARE REALTY TRUST",$HR
BIOMED REALTY TRUST,United States,Financials,"Asset Management,Debt,Equities,Investment Banking",NYSE:BMR,"NYSE:BMR,""BIOMED REALTY TRUST""","NYSE:NHI,NYSE:SSS,NYSE:EXR,NYSE:WY,NYSE:HCN","$NHI,$SSS,$EXR,$WY,$HCN",BIOMED REALTY TRUST,NYSE:BMR,"NYSE:BMR,BIOMED REALTY TRUST","NYSE:BMR,BIOMED REALTY TRUST",$BMR
PLUM CREEK TIMBER ,United States,Financials,"Asset Management,Debt,Equities,Investment Banking",NYSE:PCL,"NYSE:PCL,""PLUM CREEK TIMBER ""","NYSE:SSS,NYSE:BMR,NYSE:EXR,NYSE:WY,NYSE:HCN","$SSS,$BMR,$EXR,$WY,$HCN",PLUM CREEK TIMBER ,NYSE:PCL,"NYSE:PCL,PLUM CREEK TIMBER ","NYSE:PCL,PLUM CREEK TIMBER ",$PCL
WEYERHAEUSER,United States,Financials,"Asset Management,Debt,Equities,Investment Banking",NYSE:WY,"NYSE:WY,""WEYERHAEUSER""","NYSE:BMR,NYSE:EXR,NYSE:HCN,NYSE:VTR,NYSE:HCP","$BMR,$EXR,$HCN,$VTR,$HCP",WEYERHAEUSER,NYSE:WY,"NYSE:WY,WEYERHAEUSER","NYSE:WY,WEYERHAEUSER",$WY
POTLATCH,United States,Financials,"Asset Management,Debt,Equities,Investment Banking",NASDAQ:PCH,"NASDAQ:PCH,""POTLATCH""","ASX:AAD,NYSE:MPW,NYSE:NHI,NYSE:SSS","AAD.AX,$MPW,$NHI,$SSS",POTLATCH,NASDAQ:PCH,"NASDAQ:PCH,POTLATCH","NASDAQ:PCH,POTLATCH",$PCH
ARDENT LEISURE ,Australia,Financials,"Asset Management,Debt,Equities,Investment Banking",ASX:AAD,"ASX:AAD,""ARDENT LEISURE ""","NYSE:MPW,NASDAQ:PCH,NYSE:NHI","$MPW,$PCH,$NHI",ARDENT LEISURE ,ASX:AAD,"ASX:AAD,ARDENT LEISURE ","ASX:AAD,ARDENT LEISURE ",AAD.AX
MEDICAL PROPERTIES TRUST,United States,Financials,"Asset Management,Debt,Equities,Investment Banking",NYSE:MPW,"NYSE:MPW,""MEDICAL PROPERTIES TRUST""","ASX:AAD,NASDAQ:PCH,NYSE:NHI,NYSE:SSS","AAD.AX,$PCH,$NHI,$SSS",MEDICAL PROPERTIES TRUST,NYSE:MPW,"NYSE:MPW,MEDICAL PROPERTIES TRUST","NYSE:MPW,MEDICAL PROPERTIES TRUST",$MPW
EXTENDICARE REAL ESTATE INVESTMENT TRUST,Canada,Financials,"Asset Management,Debt,Equities,Investment Banking",TSE:EXE.UN,"TSE:EXE.UN,""EXTENDICARE REAL ESTATE INVESTMENT TRUST""","ASX:AAD,NYSE:MPW,NASDAQ:PCH","AAD.AX,$MPW,$PCH",EXTENDICARE REAL ESTATE INVESTMENT TRUST,TSE:EXE.UN,"TSE:EXE.UN,EXTENDICARE REAL ESTATE INVESTMENT TRUST","TSE:EXE.UN,EXTENDICARE REAL ESTATE INVESTMENT TRUST",EXE_u.TO
EXTRA SPACE STORAGE,United States,Financials,"Asset Management,Debt,Equities,Investment Banking",NYSE:EXR,"NYSE:EXR,""EXTRA SPACE STORAGE""","NYSE:NHI,NYSE:SSS,NYSE:BMR,NYSE:WY,NYSE:HCN","$NHI,$SSS,$BMR,$WY,$HCN",EXTRA SPACE STORAGE,NYSE:EXR,"NYSE:EXR,EXTRA SPACE STORAGE","NYSE:EXR,EXTRA SPACE STORAGE",$EXR
VENTAS,United States,Financials,"Asset Management,Debt,Equities,Investment Banking",NYSE:VTR,"NYSE:VTR,""VENTAS""","NYSE:WY,NYSE:HCN,NYSE:HCP,NYSE:PSA,NYSE:AMT","$WY,$HCN,$HCP,$PSA,$AMT",VENTAS,NYSE:VTR,"NYSE:VTR,VENTAS","NYSE:VTR,VENTAS",$VTR
SENIOR HOUSING PROPERTIES TRUST,United States,Financials,"Asset Management,Debt,Equities,Investment Banking",NYSE:SNH,"NYSE:SNH,""SENIOR HOUSING PROPERTIES TRUST""","NYSE:SSS,NYSE:BMR,NYSE:EXR,NYSE:WY,NYSE:HCN","$SSS,$BMR,$EXR,$WY,$HCN",SENIOR HOUSING PROPERTIES TRUST,NYSE:SNH,"NYSE:SNH,SENIOR HOUSING PROPERTIES TRUST","NYSE:SNH,SENIOR HOUSING PROPERTIES TRUST",$SNH
NATIONAL HEALTH INVESTORS,United States,Financials,"Asset Management,Debt,Equities,Investment Banking",NYSE:NHI,"NYSE:NHI,""NATIONAL HEALTH INVESTORS""","NYSE:MPW,NASDAQ:PCH,NYSE:SSS,NYSE:BMR,NYSE:EXR","$MPW,$PCH,$SSS,$BMR,$EXR",NATIONAL HEALTH INVESTORS,NYSE:NHI,"NYSE:NHI,NATIONAL HEALTH INVESTORS","NYSE:NHI,NATIONAL HEALTH INVESTORS",$NHI
NATIONAL PETROLEUM,Taiwan,Oil & Gas,"Asset Management,Debt,Equities,Investment Banking",TPE:9937,"TPE:9937,""NATIONAL PETROLEUM""","NYSE:BBY,NYSE:FDO,NASDAQ:SPLS,NASDAQ:DLTR,HKG:1828","$BBY,$FDO,$SPLS,$DLTR,1828.HK",NATIONAL PETROLEUM,TPE:9937,"TPE:9937,NATIONAL PETROLEUM","TPE:9937,NATIONAL PETROLEUM",9937.TW
PEAK SPORT PRODUCTS,Hong Kong,Consumer Services,"Asset Management,Debt,Equities,Investment Banking",HKG:1968,"HKG:1968,""PEAK SPORT PRODUCTS""","NYSE:GPI,LON:INCH,NYSE:CAB,ETR:FIE,NYSE:WSM,HKG:1828","$GPI,INCH.L,$CAB,FIEG.DE,$WSM,1828.HK",PEAK SPORT PRODUCTS,HKG:1968,"HKG:1968,PEAK SPORT PRODUCTS","HKG:1968,PEAK SPORT PRODUCTS",1968.HK
YAMADA DENKI ,Japan,Consumer Services,"Asset Management,Debt,Equities,Investment Banking",TYO:9831,"TYO:9831,""YAMADA DENKI ""","ASX:KMD,LON:KESA,NYSE:RSH","KMD.AX,KESA.L,$RSH",YAMADA DENKI ,TYO:9831,"TYO:9831,YAMADA DENKI ","TYO:9831,YAMADA DENKI ",9831.T
EDION,Japan,Consumer Services,"Asset Management,Debt,Equities,Investment Banking",TYO:2730,"TYO:2730,""EDION""","ASX:KMD,LON:KESA,NYSE:RSH","KMD.AX,KESA.L,$RSH",EDION,TYO:2730,"TYO:2730,EDION","TYO:2730,EDION",2730.T
HALFORDS ,United Kingdom,Consumer Services,"Asset Management,Debt,Equities,Investment Banking",LON:HFD,"LON:HFD,""HALFORDS ""","ASX:KMD,LON:KESA,NYSE:RSH,NYSE:ODP,LON:DXNS","KMD.AX,KESA.L,$RSH,$ODP,DXNS.L",HALFORDS ,LON:HFD,"LON:HFD,HALFORDS ","LON:HFD,HALFORDS ",HFD.L
CABELAS,United States,Consumer Services,"Asset Management,Debt,Equities,Investment Banking",NYSE:CAB,"NYSE:CAB,""CABELAS""","NYSE:GPI,LON:INCH,HKG:1968,ETR:FIE,NYSE:WSM","$GPI,INCH.L,1968.HK,FIEG.DE,$WSM",CABELAS,NYSE:CAB,"NYSE:CAB,CABELAS","NYSE:CAB,CABELAS",$CAB
HOTAI MOTOR,Taiwan,Consumer Services,"Asset Management,Debt,Equities,Investment Banking",TPE:2207,"TPE:2207,""HOTAI MOTOR""","HKG:1828,NYSE:AZO,NYSE:DG","1828.HK,$AZO,$DG",HOTAI MOTOR,TPE:2207,"TPE:2207,HOTAI MOTOR","TPE:2207,HOTAI MOTOR",2207.TW
ALPEN,Japan,Consumer Services,"Asset Management,Debt,Equities,Investment Banking",TYO:3028,"TYO:3028,""ALPEN""","ASX:KMD,LON:KESA,NYSE:RSH","KMD.AX,KESA.L,$RSH",ALPEN,TYO:3028,"TYO:3028,ALPEN","TYO:3028,ALPEN",3028.T
BED BATH & BEYOND,United States,Consumer Services,"Asset Management,Debt,Equities,Investment Banking",NASDAQ:BBBY,"NASDAQ:BBBY,""BED BATH & BEYOND""","ASX:KMD,LON:KESA,NYSE:RSH","KMD.AX,KESA.L,$RSH",BED BATH & BEYOND,NASDAQ:BBBY,"NASDAQ:BBBY,BED BATH & BEYOND","NASDAQ:BBBY,BED BATH & BEYOND",$BBBY
