Id,Title,Category,Address,Autopopulate,Industry,Geography,Profession
5048a2afdb466757250055fe,FT: Editors Choice,Podcast,http://video.ft.com/services/rss/editorschoice,,All Sectors,United Kingdom,"Asset Management,Debt,Equities,Investment Banking"
5048a2afdb46675725005676,FT: Emerging Markets,Podcast,http://video.ft.com/services/rss/ft-emerging-markets,,All Sectors,United Kingdom,"Asset Management,Debt,Equities,Investment Banking"
5048a2a8db46675725004d95,FT: Energy Weekly ,Podcast,http://podcast.ft.com/rss/42/,Yes,Oil & Gas,"Australia,Belgium,Canada,France,Germany,Hong Kong,India,Italy,Japan,Netherlands,New Zealand,Portugal,Taiwan,United Kingdom,United States","Asset Management,Debt,Equities,Investment Banking"
5048a2afdb466757250056d0,FT: FTfm,Podcast,http://video.ft.com/services/rss/ftfm,,All Sectors,United Kingdom,"Asset Management,Debt,Equities,Investment Banking"
4f3b8eac7b3fc61b2d000002,FT: Lex Column,Podcast,http://video.ft.com/services/rss/lex,Yes,"All Sectors,Basic Materials,Consumer Gooods & Services,Financials,Health Care,Industrials,Oil & Gas,Sovereigns & Public Finance,Technology,Telecommunications,Utilities","Australia,Belgium,Canada,France,Germany,Hong Kong,India,Italy,Japan,Netherlands,New Zealand,Portugal,Taiwan,United Kingdom,United States","Asset Management,Debt,Equities,Investment Banking"
5048a2a7db46675725004d3b,FT: Listen to Lucy,Podcast,http://podcast.ft.com/rss/18,,All Sectors,United Kingdom,"Asset Management,Debt,Equities,Investment Banking"
5048a2b0db4667572500570b,FT: Management,Podcast,http://video.ft.com/services/rss/management,,All Sectors,United Kingdom,"Asset Management,Debt,Equities,Investment Banking"
5048a2b0db46675725005729,FT: Markets,Podcast,http://video.ft.com/services/rss/markets,Yes,"All Sectors,Basic Materials,Consumer Gooods & Services,Financials,Health Care,Industrials,Oil & Gas,Sovereigns & Public Finance,Technology,Telecommunications,Utilities","Australia,Belgium,Canada,France,Germany,Hong Kong,India,Italy,Japan,Netherlands,New Zealand,Portugal,Taiwan,United Kingdom,United States","Asset Management,Debt,Equities,Investment Banking"
5048a2a7db46675725004d1d,FT: Martin Wolf,Podcast,http://podcast.ft.com/rss/17,,All Sectors,United Kingdom,"Asset Management,Debt,Equities,Investment Banking"
5048a2a8db46675725004d59,FT: Money Show,Podcast,http://podcast.ft.com/rss/22,,All Sectors,United Kingdom,"Asset Management,Debt,Equities,Investment Banking"
